	Afrikaans	Alsatian	American English	Bavarian	Bokmål Norwegian	Danish	Dutch	East Low German	Eastphalian	English	Faroese	Gothic	Hessian	Icelandic	Insular North Frisian	Limburgish	Luxembourgish	Mainland North Frisian	Northern Low Saxon	Nynorsk Norwegian	Palatine German	Pennsylvania German	Proto-Germanic	Ripuarian	Saterland Frisian	Scots	Standard German	Swabian	Swedish	Swiss German	West Flemish	West Frisian	Westphalian	Wymysorys	Yiddish	Zeelandic
naked_ADJ_1	nˈɑːk		nˈeɪ̯kɪd	nˈɑːɡ̊ɑd̥	nˈɑːkən	nˈʌjən	nˈaːkt	nˈɒːkt	nˈɒːkət	nˈeɪ̯kɪd	nˈɛːa̯ʧɪn		nˈaɡ̊ʃ	nˈaːcɪn	nˈɔːkən	nˈaːk			nˈoːkt	nˈɑːçen	nˈɑɡ̊əd̥	nˈakɪç	nˈɑkʷɑðɑz	nˈak	nˈɔːkənd	nˈekət	nˈakt	nˈaɡt	nˈɑːkɛn	nˈɒkt		nˈɪə̯kən		nˈɑkət	nˈakɛt	nˈɛːkənd̥
name_NOUN_1	nˈɑːm	nˈɒmə	nˈeɪ̯m	nˈɑːmɑ	nˈɑʋn	nˈawˀn	nˈaːm	nˈɒːm	nˈɒːmə	nˈeɪ̯m	nˈawn	nˈamoː	nˈɑmə	nˈapn̥	nˈoːm	nˈɒːm	nˈum	nˈɔːmə	nˈoːm	nˈɑmn	nˈɑːmə	nˈɔːmə	nˈɑmɔːː	nˈaːmə	nˈoːmə	nˈem	nˈaːmə	nˈɔːma	nˈamn	nˈɒːmə	nˈɒːmə	nˈamə	nˈɔːmə	nˈɔma	nˈɔmɛn	nˈɛːmə
needle_NOUN_1	nˈɑːɫd̥	nˈoːd̥l̩	nˈidɫ̩		nˈoːl	nˈɔˀl	nˈaːɫd̥	nˈɒːdl̩		nˈiːdɫ̩	nˈɔ̯aːl	nˈeːθla	nˈɑːd̥l̩	nˈɑːu̯l	nˈeːɾəl	nˈɒːjə	nˈoːl	nˈeːl	nˈoːdl̩	nˈoːl	nˈorl̩	nˈoːdl̩	nˈɛːθlɔː	nˈoːdəl	nˈɛdəl	nˈidl̩	nˈaːdl̩	nˈɔːdl̩	nˈoːl	nˈɒːd̥lə		nˈølə	nˈɔːdl̩	nˈøwd̥	nˈɔdɫ̩	nˈɛːɫdə
new_ADJ_1	nˈit	nˈei̯	nˈu	nˈai̯	nˈyː	nˈyˀ	nˈiw	nˈiːç	nˈiː	njˈuː	nˈʊʤ̊ːʊɹ	nˈiu̯jis	nˈoi̯	nˈiːr̥	nˈiː	nˈœi̯	nˈɑɪ̯	nˈai̯	nˈiː	nˈyː	nˈaɪ̯	nˈaɪ̯	nˈiu̯jɑz	nˈøʏ̯	nˈɛɪ̯	njˈuː	nˈɔʏ̯	nˈəi̯	nˈyː	nˈøi̯	nˈiə̯ʋə	nˈɛj	nˈiː	nˈɑi̯ə	nˈaɪ̯	nˈiːw
next_ADJ_1	nˈɑːst		nˈɛkst	nˈeɡ̊ʃd̥	nˈɛstə	nˈɛsd̥ə	nˈaːst			nˈekst	nˈastʊɹ		nˈɛks	nˈai̯stʏr̥	nˈaɪ̯st			nˈɛi̯st		nˈɛste	nˈeːɡ̊ʃd̥	nˈɛːɡ̊ʃt	nˈɛːxʷist	nˈiːkstə	nˈaːi̯st	nˈist	nˈɛːçstə	nˈɛɡʃd	nˈɛsta	nˈæχʃt		nˈɛi̯st			nˈɛkst	nˈɛːst
night_NOUN_FEM_1	nˈaχ	nˈɒːxt	nˈʌɪ̯ʔ	nˈɑːxd̥	nˈɑtː	nˈɛd̥	nˈɑχt	nˈax	nˈax	nˈaɪ̯t	nˈɔʰt	nˈahts	nˈɑxt	nˈɔu̯ʰt	nˈaxt	nˈɑx	nˈuə̯ɕt	nˈɒxt	nˈaxd	nˈɑʰtː	nˈɑxd̥	nˈaxt	nˈɑxts	nˈaːx	nˈɔːxt	nˈɪçt	nˈaxt	nˈaxd	nˈatː	nˈɒχt	nˈɑht	nˈaχt	nˈax	nˈɑxt	nˈaχt	nˈɑxt
nine_NUM_1	nˈɪə̯χə	nˈiːn	nˈaɪ̯n	nˈai̯n	nˈiː	nˈiˀ	nˈeːχən	nˈɛːɣn̩	nˈeːɣn̩	nˈaɪ̯n	nˈʊʤ̊ːʊ	nˈiu̯n	nˈoĩ̯	nˈiːjʏ	nˈiːçən	nˈeːɣə	nˈeŋ	nˈyːjən	nˈeːn	nˈiː	nˈɑ̃ɪ̯	nˈaɪ̯n	nˈewun	nˈʏŋ	njˈuːɣən	nˈəi̯n	nˈɔʏ̯n	nˈae̯n	nˈiːʊ	nˈyːn	nˈeːɦn̩	njˈɔɣən	nˈɪə̯ɣn̩	nˈɑi̯n	nˈaɪ̯n	nˈeːxən
north_NOUN_1	nˈʊə̯rd̥		nˈɔɹθ	nˈoɐd̥n̩	nˈuːɾ	nˈoɐˀ	nˈoːɾd̥	nˈuːæd		nˈɔːθ	nˈoːɹʊɹ			nˈɔrðʏr̥	nˈuːɐɾ	nˈʊːʀdə	nˈoʀdən	nˈɔʀd̥	nˈaʊ̯ɐd	nˈuːɾ		nˈad̥	nˈurθrɑ̃		nˈoːu̯d	nˈorθ	nˈɔɐd̥		nˈɔrː	nˈord̥ə	nˈoːɾd̥	nˈoə̯d̥				nˈoːɾd̥
nose_NOUN_1	nˈɪø̯s	nˈɒːz̥	nˈoʊ̯z		nˈeːsə	nˈɛːsə	nˈøːz̥	nˈɛːs	nˈɛːzə	nˈəʊ̯z	nˈøːs		nˈɑːs	nˈɛːv	nˈøːs	nˈɒːz̥	nˈuə̯z̥	nˈɔːs	nˈøːs	nˈɑːse	nˈɑːs	nˈɔːs	nˈɑsɔː	nˈaːz̥	nˈoːzə	nˈoːz	nˈaːzə	nˈɔːs	nˈɛːsa	nˈɒsə	nˈøːz̥	nˈoə̯s	nˈɪə̯sə	nˈɔs	nˈɔz	nˈøːzə
nut_NOUN_1	nˈɪø̯t	nˈus	nˈʌʔ	nˈus	nˈœtː	nˈœˀð̞ˠ	nˈoːt	nˈœːt	nˈɔt	nˈɐt	nˈøːʰt		nˈus	n̥ˈɔːt	nˈøːt	nˈʊːt	nˈos	nˈaːs	nˈøːd	nˈœʰtː	nˈus	nˈʊs	xnˈuts	nˈos	nˈuːtə	nˈɪt	nˈʊs	nˈus	nˈøːt	nˈusː	nˈøːt	nˈyːt	nˈuə̯t		nˈʊs	nˈøːt
oak_NOUN_FEM_1	ˈəɪ̯k	ˈəi̯ʃ	ˈoʊ̯k	ˈoɐ̯x	ˈæɪ̯k	ˈeˀj	ˈɛi̯k	ˈae̯k	ˈɛɪ̯kə	ˈəʊ̯k	ˈai̯k			ˈɛːi̯k	ˈiːk	ˈɛːk	ˈeːɕ	ˈiːk	ˈaɪ̯ɡ	ˈæɪ̯k	ˈɛːʃ	ˈeːçə	ˈɑi̯ks	ˈeːɕ	ˈeːkə	ˈek	ˈaɪ̯çə	ˈɔe̯ç	ˈeːk	ˈæi̯χə	ˈɛːk	ˈiːk	ˈeːkə	ˈax		ˈæi̯k
old_ADJ_1	ˈœu̯d̥	ˈɒlt	ˈoʊ̯ɫd	ˈojd̥			ˈɑu̯d̥	ˈɔlt	ˈɔld	ˈəʊ̯ɫd		ˈalθiːs	ˈaːl		ˈɔa̯l		ˈaːl	ˈyːlʲ	ˈaʊ̯ld		ˈɑld̥	ˈald̥	ˈɑldɑz	ˈald̥	ˈoːld	ˈɑːld	ˈalt	ˈald		ˈɒlt	ˈud̥	ˈaːj	ˈɔlt	ˈɑwd̥	ˈaɫt	ˈɑu̯d̥
old_ADJ_2																ˈɑβ																				
one_NUM_1	ˈɪə̯n		wˈʌn	ˈoɐ̯	ˈeːn	ˈeˀn	ˈeːn	ˈae̯n	ˈɛɪ̯nə	wˈɐn	ˈai̯n	ˈɛːns		ˈɛi̯t͡n̥	jˈɛn	ˈɛːnə	ˈeːn	ˈɒn	ˈɛɪ̯n	ˈæɪ̯n	ˈɛːn	ˈeː	ˈɑi̯nɑz	ˈeːn	ˈaːn	ˈen	ˈaɪ̯n	ˈɔe̯s	ˈɛnː	ˈæi̯	ˈɛːn	ˈiə̯n	ˈeːn	ˈan	ˈɛɪ̯n	ˈɪə̯nə
other_ADJ_1	ˈandər	ˈɒnd̥əʁ	ˈʌðɚ	ˈɑnd̥a	ˈɑnːən	ˈanən	ˈɑndəɾ	ˈanæ	ˈanɐ	ˈɐðə	ˈanːaɹ	ˈanθar	ˈɑnæ̆	ˈanːar̥	ˈʏɾɐ	ˈɑːndəʀ	ˈaːnɐ	ˈɔu̯dəʀ	ˈanɐ	ˈɑnːɑn	ˈɑnɐ	ˈanɑ	ˈɑnθerɑz		ˈuːr	ˈɪðɛr	ˈandəʁɐ	ˈandʌ	ˈanːan	ˈɒnd̥ər	ˈɑndəɾ	ˈoə̯r	ˈɛnɐ	ˈɑndɛr	ˈandəʀ	ˈɑndəɾ
out_PREP_1	ˈœɪ̯t	ˈyːs	ˈaʊ̯ʔ	ˈau̯s	ˈʉːt	ˈuˀð̞ˠ	ˈœy̯t	ˈuːt	ˈuːt	ˈaʊ̯t	ˈʉːu̯t	ˈuːt		ˈuːt	ˈʏt	ˈuːt	ˈæːʊ̯s	ˈʏt	ˈuːd	ˈʉːt	ˈau̯s	ˈaʊ̯s	ˈuːt	ˈuːs	ˈuːt	ˈut	ˈaʊ̯s	ˈao̯s	ˈʉːt	ˈuːs	ˈyːt	ˈyːt	ˈuːt	ˈɑi̯s	ˈɔɪ̯s	ˈyːt
oven_NOUN_1	ˈʊə̯nt	ˈofə	ˈʌvn̩	ˈoːfa	ˈɔʋn	ˈɒwˀn	ˈoːvən	ˈɒːm	ˈoːm	ˈɐvn̩	ˈɔfn̥	ˈɔːhns	ˈoːvə	ˈɔpn̥	ˈaʊ̯n	ˈoːvə	ˈuə̯vən	ˈɔu̯n	ˈoːm	ˈɔmn	ˈoːβə	ˈɔfə	ˈuxnɑz~ˈuɸnɑz	ˈɔvə	ˈoːu̯ɣənd	ˈøn	ˈoːfn̩	ˈoːfa	ˈɵŋn	ˈoːfə	ˈoːvn̩	ˈuːn	ˈuːə̯m	ˈuva	ˈɔɪ̯vn̩	ˈoːvən
over_PREP_1	ˈʊə̯r		ˈoʊ̯vɚ	ˈiβa	ˈoːʋəɾ	ˈɒwʌ	ˈoːvəɾ	ˈœːvæ	ˈoːvɐ	ˈəʊ̯və	ˈiːvɪɹ	ˈufar	ˈivæ̆	ˈivɪr̥	ˈaʊ̯ɐ	ˈøːvəʀ	ˈivɐ	ˈɔu̯əʀ	ˈøːvɐ	ˈoːʋeɾ	ˈɪβɐ	ˈɪʋɑ	ˈuβer~ˈuβiri	ˈʏvɐ	ˈuːr	ˈʌu̯ər	ˈyːbɐ	ˈibʌ	ˈøːvɛr	ˈyːb̥ər	ˈoːvɾ̩	ˈuə̯r	ˈyːœ̯vɐ	ˈei̯vɛr	ˈɪbəʀ	ˈoːvəɾ
owl_NOUN_1	ˈœɪ̯ɫ	ˈil	ˈaʊ̯ɫ		ˈʉɡlə	ˈuːlə	ˈœy̯ɫ	ˈuːl	ˈuːlə	ˈaʊ̯l	ˈʊɡ̊la	ˈuɡʷːiloː	ˈoi̯l	ˈʏɡ̊la	ˈyːl	ˈœi̯l	ˈɑɪ̯l	ˈœːl	ˈuːl	ˈʉɡle	ˈaɪ̯l	ˈaɪ̯l	ˈuwːɑlɔ̃ː	ˈyːl	ˈuːlə	ˈul	ˈɔʏ̯lə	ˈae̯l	ˈɵɡla		ˈyːl	ˈuːlə	ˈuːl	ˈɑi̯w		ˈyːɫ
path_NOUN_1	pˈad̥		pʰˈæθ	b̥͡v̥ˈaːd̥			pˈɑd̥		pˈat	pʰˈɑːθ			pʰˈɑːd̥		pʰˈad	pˈaːd̥	pʰˈaːd̥		pʰˈat		pʰˈɑːd̥	pˈɔːd̥	pˈɑθɑz	pˈad̥	pˈaːd	pʰˈɛθ	p͡fˈaːd̥			p͡fˈɒːd̥		pˈaːd̥	pˈat			pˈɑd̥
person_NOUN_1	mˈɛns	mˈenʃ		mˈenʃ	mˈɛnːəskə	mˈen̩sɡ̊ə	mˈɛns	mˈɪnʃ	mˈɪnʃə		mˈɛnːɪʃa	mˈanːisks	mˈenʤ̥	mˈanːɛsca	mˈɛnsk	mˈɪns	mˈənʃ	mˈanʃə	mˈɪnʃ	mˈɛnːɛʂe	mˈɛnʃ	mˈɛnʃ	mˈɑnːiskɑz	mˈɪnʃ	mˈɔːnskə		mˈɛnʃ		mˈɛnːɪɧa	mˈænʃ	mˈɪns	mˈɪnskə	mˈɛnʃk	mˈɛnʃ	mˈɛnʧ	mˈæns
plight_NOUN_1	pɫˈəχ		pʰlˈʌɪ̯ʔ		pʰlˈɪkt	pʰlˈeɡ̊d̥	pɫˈɪχt			pʰlˈaɪ̯t			flˈiʃt		pʰlˈɪçt	plˈix	flˈiɕt	plˈaxt		pʰlˈɪkt	flˈɪʃd̥		plˈixti	flˈɪɕ	plˈɪxt	pʰlˈɪçt	p͡flˈɪçt		pʰlˈɪkt	p͡flˈiχt	plˈɛht	plˈɪχt			fɫˈɪχt	
plough_NOUN_1	pɫˈuχ		pʰlˈaʊ̯	b̥͡v̥lˈuɐ̯ɡ̊	pʰlˈuːɡ	pʰlˈɒˀw	pɫˈuχ	pʰlˈaʊ̯ç		pʰlˈaʊ̯	pʰlˈɛɡ̊v̥		flˈuːx	pʰlˈoːu̯ʏr̥	pʰlˈɔx	plˈoːx	pʰlˈəʊ̯	plˈœi̯v̥	pʰlˈaʊ̯ç	pʰlˈuːɡ	b̥lˈuːɡ̊	blˈuːɡ̊	plˈɔːɣɑz	plˈoːɡ̊	plˈoːu̯x	pʰlˈux	p͡flˈuːɡ̊	p͡flˈuːɡ	pʰlˈuːɡ	p͡flˈuə̯ɡ̊	plˈuə̯ɦ̥	plˈuə̯ɣə		fwˈʏɡ̊		pɫˈux
press_VERB_1	drˈœk	d̥ʁˈukə	θɹˈʌʧ	d̥rˈuɡ̊a	tʰɾˈʏkːə	ʦʰʁˈœɡ̊ə	dɾˈʏkən	drˈʏkn̩	drˈʏkn̩	θɹˈɐʧ	tʰɹˈɪʰʧa		tʀˈiɡ̊ə	θrˈɪʰca	drˈʏɡə	dʀˈœkə	dʀˈekən	dʀˈʏkə	drˈʏɡn̩	tʰɾˈʏçːɑ	d̥rˈɪɡ̊ə	dɾˈɪkə	θrˈukːijɑnɑ̃	dʀˈœkə			dʁˈʏkn̩	dʁˈuɡa	tʰrˈʏkːa	d̥rˈykːə	dɾˈœkn̩	drˈykə	drˈʏkn̩		dʀˈɪkn̩	
rain_NOUN_1	rˈɪə̯n	ʁˈæːjə	ɹˈeɪ̯n	rˈeːŋ	ɾˈæɪ̯n	ʁˈɑjˀn	ɾˈeːχən	rˈɛŋ	rˈɛːn	ɹˈeɪ̯n	ɹˈɛɡ̊n̥	rˈiɡn	ʀˈɛːʒ̥ə	rˈɛɡ̊n̥	rˈiːn	ʀˈeːɣə	ʀˈeːn	ʀˈin	rˈeɪ̯ŋ	ɾˈɛɡn	rˈɛːn	ɾˈɛjə	rˈeɣnɑ̃	ʀˈɛːn	rˈin	rˈɛːn	ʁˈeːɡn̩	ʁˈeːɡa	rˈɛŋn	rˈæːɡ̊ə	ɾˈeːɦn̩	rˈɛi̯n	rˈɪɛ̯ŋn̩	rˈan	ʀˈɛɡn̩	
red_ADJ_1	rˈoːj	ʁˈoːt	ɹˈɛd	rˈou̯d̥	ɾˈøː	ʁˈœˀð̞ˠ	ɾˈoːd̥	rˈaʊ̯t	rˈeo̯t	ɹˈed	ɹˈɛːi̯jʊɹ	rˈɔθs	ʀˈoːd̥	rˈœːy̯ðʏr̥	rˈɔa̯ɾ	ʀˈud̥	ʀˈəʊ̯d̥	ʀˈyːdʲ	rˈaʊ̯d	ɾˈæʉ̯	rˈoːd̥	ɾˈoːd̥	rˈɑu̯ðɑz	ʀˈuːd̥	rˈoːd	rˈid	ʁˈoːt	ʁˈoːd	rˈøːd	rˈoːt	ɾˈoːd̥	rˈɪə̯d̥	rˈaʊ̯d	rˈut	ʀˈɔɪ̯t	ɾˈʊə̯d̥
request_VERB_1	bˈəd̥		bˈɪd	b̥ˈid̥n̩	bˈeː	b̥ˈeˀ	bˈɪdən	bˈɪɾn̩	bˈɪdn̩	bˈɪd	b̥ˈiːja	bˈiðjan	b̥ˈid̥ə	b̥ˈɪðja	bˈɛɾ	bˈɛjə		bˈadə	bˈɪdn̩	bˈeːɑ	b̥ˈɪrə	bˈɪdə	bˈiðjɑnɑ̃	bˈɛdə	bˈɪdə	bˈɪd	bˈɪtn̩	bˈɪda	bˈeː	b̥ˈitːə		bˈɪdə	bˈɪdn̩	bˈɘ̟ta		
rich_ADJ_1	rˈəɪ̯k		ɹˈɪʧ	rˈai̯ç	ɾˈiːk	ʁˈiˀ	ɾˈɛi̯k	rˈiːk	rˈiːk	ɹˈɪʧ	ɹˈʊ̯iːkʊɹ	rˈiːkiːs	ʀˈai̯ʃ	rˈiːkʏr̥	rˈɪk	ʀˈiːk	ʀˈæːɪ̯ɕ	ʀˈik	rˈiːɡ	ɾˈiːk	rˈaɪ̯ʃ	ɾˈaɪ̯ç	rˈiːkijɑz	ʀˈiːɕ	rˈik	rˈɪʧ	ʁˈaɪ̯ç	ʁˈəi̯ç	rˈiːk	rˈiːχ	ɾˈik	rˈik	rˈiːk	rˈai̯ç	ʀˈaɪ̯χ	ɾˈik
ridge_NOUN_1	rˈœχ	ʁˈuk	ɹˈɪʤ	rˈuɡ̊a	ɾˈʏɡː	ʁˈœɡ̊	ɾˈʏχ	rˈʏç	rˈʏɣə	ɹˈɪʤ	ɹˈɪɡ̊ːʊɹ		ʀˈiɡ̊ə	r̥ˈɪɡ̊ːʏr̥	rˈɛç	ʀˈœk	ʀˈek	ʀˈeːç	rˈʏç	ɾˈʏɡː	rˈɪɡ̊	ɾˈɪk	xrˈuɣjɑz	ʀˈœk	rˈɛːx	rˈɪɡ	ʁˈʏkn̩		rˈʏɡː	rˈyɡ̊ːə	ɾˈɪk	rˈɛːχ	rˈʏç			ɾˈɪk
right_ADJ_1			ɹˈʌɪ̯ʔ		ɾˈɛtː	ʁˈad̥	ɾˈɛχt	rˈɛçt	rˈɛçt	ɹˈaɪ̯t	ɹˈɛːa̯ʰtʊɹ	rˈɛhts	ʀˈɛʃt	rjˈɛʰtʏr̥	rˈɔxt	ʀˈæx	ʀˈiːɕt	ʀˈʊxt	rˈɛçt	ɾˈɛʰtː	rˈɛʃd̥	ɾˈɛçt	rˈextɑz	ʀˈɛːɕ	rjˈʊxt	rˈɪçt	ʁˈɛçt	ʁˈɛxd	rˈɛtː	rˈæχt	ɾˈæht	rjˈɔχt	rˈɛçt	rˈaxt	ʀˈɛχt	
ring_NOUN_1	rˈəŋ	ʁˈiŋ	ɹˈɪŋ	rˈiŋɡ̊	ɾˈɪŋː	ʁˈeŋˀ	ɾˈɪŋ	rˈɪŋ	rˈɪŋ	ɹˈɪŋ	ɹˈɪŋɡ̊ʊɹ	hrˈiŋɡs	ʀˈiŋ	r̥ˈiŋɡ̊ʏr̥	rˈɪŋ	ʀˈɪːŋk	ʀˈɑŋɡ̊	ʀˈɛŋ	rˈɪŋ	ɾˈɪŋː	rˈɪŋ	ɾˈɪŋ	xrˈiŋɡɑz	ʀˈeŋɡ̊	rˈɪŋ	rˈɪŋ	ʁˈɪŋ	ʁˈeŋ	rˈɪŋː	rˈiŋ	ɾˈɪŋk	rˈɪŋ	rˈɪŋ		ʀˈɪŋɡ	ɾˈiŋk
root_NOUN_FEM_1			ɹˈut		ɾˈuːt	ʁˈoˀð̞ˠ				ɹˈuːt	ɹˈɔːu̯t			rˈoːu̯t	rˈœt			ʀˈœtʲ		ɾˈuːt			wrˈɔːts			rˈøt			rˈuːt							
salt_NOUN_1	sˈœu̯t	sˈɒlʦ	sˈɑɫʔ	sˈojʦ	sˈɑlt	sˈɛlˀd̥	zˈɑu̯t	zˈɔlt	zˈɔlt	sˈɒɫt	sˈal̥t	sˈalt	sˈalʣ̥	sˈal̥t	sˈɔːlt	zˈaːjt	zˈɑlʦ	sˈɒlt	zˈɔld	sˈɑlt	sˈɑlʣ̥	sˈals	sˈɑltɑ̃	zˈalʦ	sˈɔːlt	sˈɑːt	zˈalʦ	sˈalʦ	sˈalt	sˈɒlʦ	zˈut	sˈɔːt	sˈɔlt	zˈɑwʦ	zˈaɫʦ	zˈɑu̯t
sand_NOUN_1	sˈand̥	sˈɒnd̥	sˈænd	sˈond̥	sˈɑnː	sˈanˀ	zˈɑnd̥	zˈand	zˈand	sˈænd	sˈand̥ʊɹ		sˈɑnd̥	sˈand̥ʏr̥	sˈœn	zˈɑːnd̥	zˈɑnd̥	sˈœnʲ	zˈand	sˈɑnː	sˈɑnd̥	sˈand̥	sˈɑmdɑz	zˈaŋɡ̊	sˈoːu̯nd	sˈɑːnd	zˈand̥	sˈand	sˈand	sˈɒŋ	zˈɑnd̥	sˈɔːn	sˈand	zˈɑnd̥	zˈamd	zˈɑnd̥
say_VERB_1	sˈɛː	sˈaːʋə	sˈeɪ̯	sˈɒːŋ	sˈiː	sˈiːə	zˈɛχən	zˈɛŋ	zˈɛjn̩	sˈeɪ̯	sˈiːja		sˈɑːɣ̥ə	sˈɛːi̯ja	sˈiː	zˈɛɡə	zˈoːən	sˈeːdə	zˈɛŋ	sˈæɪ̯jɑ	sˈɑːn	sˈɔːɣə	sˈɑɣjɑnɑ̃	zˈaːɣə	sˈɔːɣjə	sˈeː	zˈaːɡn̩	sˈaːɡa	sˈɛjːa	sˈæɡ̊ə	zˈɛɦn̩	sˈɪzə	sˈɛɡn̩	zˈi̯øn	zˈɔɡn̩	zˈæxə
sea_NOUN_1			mˈiɚ	mˈeːɐ			mˈeːɾ			mˈɪə	mˈɛːa̯ɹʊɹ	mˈariː		mˈaːr		mˈeːʀ	mˈiːɐ				mˈeːɐ		mˈɑri	mˈeːɐ		mˈiːr	mˈeːɐ					mˈar		mˈir		mˈeːɾ
sea_NOUN_2	sˈɪə̯	sˈeː	sˈi	sˈeː	ʂˈøː		zˈeː	zˈeː		sˈiː	ʃˈɛɡ̊v̥ʊɹ	sˈɛːws	sˈeː	sjˈoːu̯r̥	sˈeː	zˈi	zˈɜɪ̯	sˈiːə	zˈeɪ̯	ʂˈøː	sˈeː	sˈeː	sˈɑi̯wiz	zˈiː	sˈeː	sˈiː	zˈeː		ɧˈøː	sˈeː	zˈɛː	sˈeː				zˈɪə̯
see_VERB_1	sˈin	sˈæːn	sˈi	sˈeːŋ	sˈeː	sˈeː	zˈin	zˈae̯n	zˈɛɪ̯n	sˈiː	sˈʊʤ̊ːa	sˈɛʍan	sˈeːjə	sjˈɑːu̯	sˈɛ	zˈiːn	ɡəzˈin	sˈiːnʲ	zˈaɪ̯n	ʂˈoː	sˈiːn	sˈeːnə	sˈexʷɑnɑ̃	zˈeːn	sjˈoː	sˈiː	zˈeːən	sˈeːa	sˈeː	ɡ̊sˈeː	zˈiə̯n	ɕˈeːn	sˈaɪ̯n	zˈɑn	zˈɛn	zˈiːə̯n
seek_VERB_1	sˈuk		sˈik	sˈuɐ̯xa	sˈøːkə	sˈøːə	zˈukən	zˈɔʏ̯kn̩	zˈɔʏ̯kn̩	sˈiːk	sˈøːʧa	sˈoːkjan	sˈuɣ̥ə	sˈaːi̯ca	ʃˈʊk	zˈøːkə	zˈiɕən	sˈɛkə	zˈɔʏ̯ɡn̩	sˈøːçɑ	sˈuːxə	sˈuːxə	sˈɔːkijɑnɑ̃	zˈøːkə	sˈɛɪ̯kə	sˈik	zˈuːxn̩	sˈuə̯xa	sˈøːka	sˈuə̯χə	zˈuə̯kn̩	sˈikjə	sˈøːkn̩	zˈixa	zˈʊχn̩	
self_PRON_1			sˈɛɫf	sˈejβa	sˈɛlː	sˈɛlˀ	zˈɛɫv̥	zˈʏlm	zˈʏlvn̩	sˈɛɫf	ʃˈɔlvʊɹ	sˈilβa	sˈɛlvæ̆	sjˈau̯lvʏr̥	sˈaləf	zˈæːləv̥	zˈɛlvɐ	sˈeːləv̥	zˈʏlm	ʂˈœlʋ	sˈɛlɐ	sˈɛl	sˈelβɑz	zˈɛlvɐ	sˈɛlvən~sˈɛːrm	sˈɛl	zˈɛlbɐ	sˈɛlbʌ	ɧˈɛlv	sˈælb̥ər	zˈæwv̥	sˈɛls	sˈølvɐ	zˈɑi̯vɛr	zˈɛɫb	zˈæɫəv̥
seven_NUM_1	sˈɪə̯və	sˈiʋə	sˈɛvən	sˈiːmə	ʂˈʉː	sˈyˀw	zˈeːvən	zˈœːm	zˈeːvn̩	sˈevən	ʃˈɛːi̯	sˈiβun	sˈivə	sjˈœː	sˈoːvən	zˈeːvə	zˈiːvən	sˈɔːvən	zˈøːm	ʂˈʉː	sˈɪβə	sˈɪʋə	sˈeβun	zˈɪvə	sˈoːɣən	sˈeːvən	zˈiːbn̩	sˈiːba	ɧˈʉː	sˈib̥ə	zˈeːvn̩	sˈɔːn	sˈɪə̯vn̩	zˈei̯va	zˈɪbn̩	zˈeːvənə
sharp_ADJ_1	skˈæːrp		ʃˈɑɹp	ʃˈarf	skˈɑɾp	sɡ̊ˈab̥	sχˈɛɾp	ʃˈaːp	ʃˈaɐpə	ʃˈɑːp	skˈaɹpʊɹ	skˈarps	ʃˈɑf	skˈar̥pʏr̥	skˈaxp	ʃˈæːʀəp	ʃˈaːf	ʃˈaʀp	ʃˈaːb	skˈɑɾp	ʃˈɑɐf	ʃˈaːɾəf	skˈɑrpɑz	ʃˈɛːɐp	skˈɛːrp	ʃˈeːrp	ʃˈaɐf	ʃˈaʕf	skˈarp	ʃˈɒrp͡f	ʃhˈæɾp	skˈɛrp	ʃˈaɐp	ʃˈi̯øf	ʃˈaʀf	sxˈæɾp
sheep_NOUN_1	skˈɑːp		ʃˈip	ʃˈoːf			sχˈaːp	ʃˈɒːp	ʃˈɒːp	ʃˈiːp			ʃˈɑːf		ʃˈɪp	ʃˈɒːp	ʃˈoːf	ʃˈɛi̯p	ʃˈoːb		ʃˈoːf	ʃˈoːf	skˈɛːpɑ̃	ʃˈoːf	skˈɛɪ̯p	ʃˈip	ʃˈaːf	ʃˈoːf		ʃˈoːf	ʃhˈɒːp	skˈiə̯p	ʃˈɔːp	ʃˈi̯øf	ʃˈɔf	sxˈɛːp
sheep_NOUN_2					fˈoːɾ	fˈɒˀ					fˈɔ̯aːɹ												ɸˈɑxɑz						fˈoːr							
shield_NOUN_1	skˈəɫd̥		ʃˈiɫ̩d		ʂˈɔlː	sɡ̊jˈʌlˀ	sχˈɪɫd̥	ʃˈɪld	ʃˈɪld	ʃˈiːld	ʃˈœld̥ʊɹ	skˈildus	ʃˈild̥	scˈœld̥ʏr̥	skˈɛlt	ʃˈɛːld̥	ʃˈəld̥	ʃˈild̥	ʃˈɪld	ʂˈɔlː	ʃˈɪld̥	ʃˈɪld̥	skˈelduz	ʃˈelt	skˈiːld	ʃˈild	ʃˈɪld̥	ʃˈild	ɧˈœld		ʃhˈɪwd̥	skˈild̥	ʃˈɪld		ʃˈɪɫd	
ship_NOUN_1	skˈəp	ʃˈif	ʃˈɪp	ʃˈiːf	ʂˈiːp	sɡ̊ˈiˀb̥	sχˈɪp	ʃˈɪp	ʃˈɪp	ʃˈɪp	ʃˈiːp	skˈip	ʃˈif	scˈɪːp	skˈɛp	ʃˈeːp	ʃˈəf	ʃˈap	ʃˈɪb	ʂˈiːp	ʃˈɪf	ʃˈɪf	skˈipɑ̃	ʃˈef	skˈɪp	ʃˈɪp	ʃˈɪf	ʃˈif	ɧˈɛpː	ʃˈifː		skˈɪp	ʃˈɪp		ʃˈɪf	sxˈɪp
